file,measurement,roi_area,mean_pix_value,min_pix_value,max_pix_value,roi_x,roi_y,frame,frame_true,display_num,pulse_num,background_area,background_mean,background_min,background_max,background_x,background_y
clip_01_4sec,14,21,73.143,50,97,41.5,94.5,48,123,1,5,21,21.762,19,27,48.5,94.5
clip_01_4sec,15,21,70.333,52,93,40.5,94.5,49,124,1,5,21,21.667,18,28,47.5,94.5
clip_01_4sec,16,21,63.381,43,89,39.5,94.5,50,125,1,5,21,20.333,18,26,46.5,94.5
clip_01_4sec,17,21,56.667,32,78,38.5,94.5,51,126,1,5,21,20.857,17,30,45.5,94.5
clip_01_4sec,18,21,59.571,40,77,39.5,94.5,52,127,1,5,21,20.619,16,29,45.5,94.5
clip_01_4sec,19,21,52.381,30,71,38.5,94.5,53,128,1,5,21,22.429,16,36,44.5,94.5
clip_01_4sec,20,21,50.762,36,66,38.5,93.5,54,129,1,5,21,18.857,15,29,44.5,93.5
clip_01_4sec,21,21,46.476,36,59,38.5,93.5,55,130,1,5,21,18.286,16,23,44.5,93.5
clip_01_4sec,22,21,41.619,30,53,37.5,93.5,56,131,1,5,21,18.762,16,27,43.5,93.5
clip_01_4sec,23,21,40.476,31,52,37.5,93.5,57,132,1,5,21,19.429,17,25,43.5,93.5
clip_01_4sec,24,12,38.833,32,47,38,93,58,133,1,5,12,17.333,17,19,44,93
clip_01_4sec,25,12,36.167,28,45,37,93,59,134,1,5,12,19.75,17,22,42,93
clip_01_4sec,26,12,32.333,25,39,37,92,60,135,1,5,12,17.583,15,19,42,92
clip_01_4sec,1,21,30.095,21,39,40.5,102.5,47,122,1,6,21,21.667,20,24,49.5,102.5
clip_01_4sec,2,21,45.762,32,65,41.5,103.5,48,123,1,6,21,18.857,16,25,48.5,103.5
clip_01_4sec,3,21,51.905,33,71,40.5,103.5,49,124,1,6,21,17.762,16,19,48.5,103.5
clip_01_4sec,4,21,50.905,29,69,39.5,103.5,50,125,1,6,21,18.143,16,22,47.5,103.5
clip_01_4sec,5,21,50.952,29,70,39.5,103.5,51,126,1,6,21,17.19,15,20,47.5,103.5
clip_01_4sec,6,21,52.143,39,69,39.5,102.5,52,127,1,6,21,17.476,15,22,47.5,102.5
clip_01_4sec,7,21,50.857,41,66,39.5,102.5,53,128,1,6,21,18.238,16,21,46.5,102.5
clip_01_4sec,8,21,48.429,35,65,38.5,102.5,54,129,1,6,21,17.619,17,20,46.5,102.5
clip_01_4sec,9,21,46.476,31,61,38.5,102.5,55,130,1,6,21,19.571,17,25,44.5,102.5
clip_01_4sec,10,21,42.81,26,60,37.5,102.5,56,131,1,6,21,18.524,17,23,44.5,102.5
clip_01_4sec,11,21,40.333,26,53,37.5,101.5,57,132,1,6,21,17.524,16,20,44.5,101.5
clip_01_4sec,12,21,34.286,24,42,38.5,102.5,58,133,1,6,21,17.952,16,21,44.5,102.5
clip_01_4sec,13,21,30.667,22,38,37.5,102.5,59,134,1,6,21,17.905,16,21,44.5,102.5
clip_01_4sec,14,21,25.19,18,33,36.5,101.5,60,135,1,6,21,18.762,16,23,42.5,101.5
clip_01_4sec,15,12,25.667,23,29,37,102,61,136,1,6,12,17.167,16,19,43,102
clip_03_9sec,1,9,38.889,32,55,4.5,32.5,1,239,3,1,9,19.556,18,24,8.5,32.5
clip_03_9sec,2,12,40.5,24,65,5,31,2,240,3,1,12,19.417,19,22,10,31
clip_03_9sec,3,12,45.25,22,81,6,30,3,241,3,1,12,19.417,19,21,10,30
clip_03_9sec,4,12,57.583,33,91,6,30,4,242,3,1,12,23.5,23,24,10,30
clip_03_9sec,5,12,59.833,30,104,6,30,5,243,3,1,12,24.083,23,26,11,30
clip_03_9sec,6,12,59.667,30,108,6,30,6,244,3,1,12,25.583,24,31,10,30
clip_03_9sec,7,12,58.75,27,107,6,30,7,245,3,1,12,26.583,25,32,10,30
clip_03_9sec,8,12,57.417,29,103,6,30,8,246,3,1,12,24.417,23,27,11,30
clip_03_9sec,9,12,57.75,31,106,6,30,9,247,3,1,12,24.417,23,27,11,30
clip_03_9sec,10,12,58.333,32,94,7,30,10,248,3,1,12,23.083,22,24,12,30
clip_03_9sec,11,12,55.167,27,101,7,30,11,249,3,1,12,23.083,22,24,12,30
clip_03_9sec,12,12,50.667,26,89,8,30,12,250,3,1,12,22.25,21,23,13,30
clip_03_9sec,13,12,51.167,26,90,8,30,13,251,3,1,12,22.833,21,24,13,30
clip_03_9sec,14,12,50.833,28,89,9,31,14,252,3,1,12,22.167,19,26,13,31
clip_03_9sec,15,12,49.667,27,95,9,31,15,253,3,1,12,22.417,19,24,14,31
clip_03_9sec,16,12,50,32,80,10,31,16,254,3,1,12,21.833,20,23,15,31
clip_03_9sec,17,12,48.333,24,94,10,31,17,255,3,1,12,21.833,19,24,15,31
clip_03_9sec,18,12,48.75,31,76,11,31,18,256,3,1,12,22.083,21,25,15,31
clip_03_9sec,19,12,43.667,23,85,11,31,19,257,3,1,12,22.083,21,24,16,31
clip_03_9sec,20,12,44.667,28,71,12,31,20,258,3,1,12,20.917,19,23,16,31
clip_03_9sec,21,12,43.917,23,72,12,31,21,259,3,1,12,20.583,20,23,17,31
clip_03_9sec,22,12,44,23,72,12,31,22,260,3,1,12,20.417,19,24,17,31
clip_03_9sec,23,12,44.167,28,64,13,32,23,261,3,1,12,19.5,19,20,18,32
clip_03_9sec,24,12,42.167,23,60,13,32,24,262,3,1,12,19.25,19,20,19,32
clip_03_9sec,25,12,44,29,61,14,32,25,263,3,1,12,19.083,18,21,18,32
clip_03_9sec,26,12,42,32,55,14,32,26,264,3,1,12,18.75,18,19,19,32
clip_03_9sec,27,12,39.417,28,57,14,33,27,265,3,1,12,18.917,18,19,18,33
clip_03_9sec,28,12,40.75,27,64,14,33,28,266,3,1,12,19.333,17,20,19,33
clip_03_9sec,29,12,38.917,27,64,15,33,29,267,3,1,12,20.25,17,21,20,33
clip_03_9sec,30,12,38.167,26,62,15,33,30,268,3,1,12,19.917,16,21,20,33
clip_03_9sec,31,12,35.417,22,58,15,32,31,269,3,1,12,19.917,16,22,19,32
clip_03_9sec,32,12,34.75,23,51,16,32,32,270,3,1,12,18.667,16,23,20,32
clip_03_9sec,33,9,33.222,25,47,16.5,31.5,33,271,3,1,9,18.444,17,20,20.5,31.5
clip_03_9sec,34,9,32.778,21,45,16.5,32.5,34,272,3,1,9,18.667,17,22,20.5,32.5
clip_03_9sec,35,9,33.333,21,46,17.5,32.5,35,273,3,1,9,21,18,25,20.5,32.5
clip_03_9sec,36,9,33.333,20,47,17.5,33.5,36,274,3,1,9,19.556,16,22,21.5,33.5
clip_03_9sec,37,9,33.556,24,43,18.5,32.5,37,275,3,1,9,20.444,17,22,21.5,32.5
clip_03_9sec,38,9,34.556,24,43,18.5,32.5,38,276,3,1,9,20.889,17,28,21.5,32.5
clip_03_9sec,39,9,30.222,23,39,19.5,32.5,39,277,3,1,9,18.556,17,23,22.5,32.5
clip_03_9sec,40,9,32.556,24,42,19.5,33.5,40,278,3,1,9,18,17,19,22.5,33.5
clip_03_9sec,41,9,27.778,18,37,20.5,33.5,41,279,3,1,9,17.889,17,18,24.5,33.5
clip_03_9sec,42,9,28.444,24,34,20.5,33.5,42,280,3,1,9,18.222,17,19,24.5,33.5
clip_03_9sec,43,9,28.667,23,35,21.5,33.5,43,281,3,1,9,18.222,17,19,25.5,33.5
clip_03_9sec,44,9,29.667,22,37,20.5,33.5,44,282,3,1,9,18.444,17,19,24.5,33.5
clip_03_9sec,45,9,29.667,22,37,20.5,33.5,45,283,3,1,9,18.444,17,19,24.5,33.5
clip_03_9sec,46,9,26.889,18,36,22.5,33.5,46,284,3,1,9,18.222,17,19,26.5,33.5
clip_03_9sec,47,9,25.778,20,33,22.5,32.5,47,285,3,1,9,18.333,18,19,26.5,32.5
clip_03_9sec,48,9,25,18,32,21.5,34.5,48,286,3,1,9,18.111,17,20,25.5,34.5
clip_03_9sec,49,9,26.222,23,31,22.5,33.5,49,287,3,1,9,18.444,18,19,26.5,33.5
clip_03_9sec,50,9,23.778,17,30,22.5,32.5,50,288,3,1,9,18.778,17,20,26.5,32.5
clip_03_9sec,1,12,42.417,25,88,6,43,14,252,3,2,12,19.333,19,20,11,43
clip_03_9sec,2,12,42.333,22,90,6,43,15,253,3,2,12,21.75,21,24,10,43
clip_03_9sec,3,12,44.75,24,87,7,43,16,254,3,2,12,22.083,20,24,11,43
clip_03_9sec,4,12,43.333,20,89,7,43,17,255,3,2,12,21.917,20,23,11,43
clip_03_9sec,5,12,44.417,30,80,8,43,18,256,3,2,12,21.917,20,23,12,43
clip_03_9sec,6,12,43.917,26,77,8,43,19,257,3,2,12,22.25,19,27,12,43
clip_03_9sec,7,12,44.333,26,76,9,43,20,258,3,2,12,22.083,20,24,13,43
clip_03_9sec,8,12,44.083,25,76,9,43,21,259,3,2,12,22.083,20,24,13,43
clip_03_9sec,9,12,40.083,25,68,10,43,22,260,3,2,12,21.583,20,28,14,43
clip_03_9sec,10,12,39.333,24,65,10,43,23,261,3,2,12,22.167,18,27,14,43
clip_03_9sec,11,12,38.75,23,66,10,43,24,262,3,2,12,23.583,20,27,14,43
clip_03_9sec,12,12,36.25,22,61,11,43,25,263,3,2,12,21.5,19,23,15,43
clip_03_9sec,13,12,34.25,28,45,11,44,26,264,3,2,12,19.833,18,22,15,44
clip_03_9sec,14,12,30.417,21,45,11,44,27,265,3,2,12,21.25,19,25,15,44
clip_03_9sec,15,12,31,25,44,12,44,28,266,3,2,12,19.667,19,22,16,44
clip_03_9sec,16,12,31.333,21,45,12,44,29,267,3,2,12,20.5,19,24,16,44
clip_03_9sec,17,12,31.333,24,45,13,44,30,268,3,2,12,19.167,19,20,18,44
clip_03_9sec,18,12,31.25,24,39,13,44,31,269,3,2,12,19.167,19,20,18,44
clip_03_9sec,19,12,30.667,22,42,14,44,32,270,3,2,12,20,20,20,19,44
clip_03_9sec,20,12,30.667,23,43,14,44,33,271,3,2,12,20,20,20,19,44
clip_03_9sec,21,12,29.5,22,41,14,44,34,272,3,2,12,19.333,19,20,19,44
clip_03_9sec,22,12,27.583,20,37,16,45,35,273,3,2,12,19.5,19,20,22,45
clip_03_9sec,23,12,26,19,35,16,45,36,274,3,2,12,19,19,19,21,45
clip_03_9sec,24,12,26.333,23,31,16,45,37,275,3,2,12,19,19,19,21,45
clip_03_9sec,25,12,23.75,18,30,17,46,38,276,3,2,12,18.583,18,20,23,46
clip_03_9sec,26,9,22.889,19,26,16.5,44.5,39,277,3,2,9,18.333,18,19,21.5,44.5
clip_03_9sec,1,12,31.667,24,43,10,56,22,260,3,3,12,20.417,18,23,14,56
clip_03_9sec,2,12,35.083,24,51,10,56,23,261,3,3,12,21.25,19,24,15,56
clip_03_9sec,3,12,37.25,22,59,10,56,24,262,3,3,12,20.333,19,23,16,56
clip_03_9sec,4,12,38.583,22,65,11,56,25,263,3,3,12,20.5,19,24,16,56
clip_03_9sec,5,12,38.417,27,64,11,56,26,264,3,3,12,19.833,19,21,17,56
clip_03_9sec,6,12,37.667,19,66,11,56,27,265,3,3,12,19.5,19,21,18,56
clip_03_9sec,7,12,32.833,25,44,12,56,28,266,3,3,12,19,19,19,18,57
clip_03_9sec,8,12,33.083,23,50,13,56,29,267,3,3,12,19,19,19,21,56
clip_03_9sec,9,12,31.5,26,38,13,56,30,268,3,3,12,19,19,19,20,56
clip_03_9sec,10,12,32.917,26,44,13,56,31,269,3,3,12,19,19,19,20,56
clip_03_9sec,11,12,32.833,23,46,14,56,32,270,3,3,12,19.667,19,21,20,56
clip_03_9sec,12,12,30.75,25,38,14,56,33,271,3,3,12,19.333,19,21,20,56
clip_03_9sec,13,12,29.75,21,39,15,56,34,272,3,3,12,19.333,19,21,20,56
clip_03_9sec,14,12,27.75,21,40,15,56,35,273,3,3,12,19.167,19,21,21,56
clip_03_9sec,15,12,22.667,19,28,16,57,36,274,3,3,12,19.333,19,21,22,57
clip_03_9sec,16,12,22,19,24,15,56,37,275,3,3,12,19.5,19,21,21,56
clip_03_9sec,17,12,20.667,19,24,16,55,38,276,3,3,12,19,19,19,22,55
clip_03_9sec,18,12,21.75,21,23,18,56,39,277,3,3,12,19,18,21,24,56
clip_03_9sec,19,12,24.917,22,31,19,56,40,278,3,3,12,19.083,18,23,25,56
clip_03_9sec,20,12,24,21,31,19,55,41,279,3,3,12,20.417,19,22,25,55
clip_03_9sec,21,12,23.583,21,30,20,56,42,280,3,3,12,19.917,19,21,25,56
clip_03_9sec,1,12,24.75,20,29,11,66,29,267,3,3,12,20.083,19,23,16,66
clip_03_9sec,2,12,28.167,23,34,11,66,30,268,3,3,12,19.083,19,20,17,66
clip_03_9sec,3,12,32.083,24,45,11,66,31,269,3,3,12,19,19,19,17,66
clip_03_9sec,4,12,31.333,23,45,11,66,32,270,3,3,12,19.333,19,21,17,66
clip_03_9sec,5,21,28.762,16,66,12.5,66.5,33,271,3,3,21,19,19,19,18.5,66.5
clip_03_9sec,6,21,28.238,18,47,13.5,66.5,34,272,3,3,21,19,19,19,19.5,66.5
clip_03_9sec,7,12,33.667,24,47,14,67,35,273,3,3,12,19,19,19,19,67
clip_03_9sec,8,12,30.417,19,44,15,68,36,274,3,3,12,19,19,19,20,68
clip_03_9sec,9,12,30.917,25,40,15,68,37,275,3,3,12,19,19,19,21,68
clip_03_9sec,10,12,29.083,23,40,15,68,38,276,3,3,12,19,19,19,21,68
clip_03_9sec,11,12,27.75,22,36,15,68,39,277,3,3,12,19,17,23,20,68
clip_03_9sec,12,12,26.5,22,31,18,69,40,278,3,3,12,18.25,16,19,24,69
clip_04_9sec,1,21,30.905,21,52,27.5,20.5,1,251,4,1,21,19.714,19,25,33.5,20.5
clip_04_9sec,2,32,43.094,22,101,29,20,2,252,4,1,32,22.25,20,25,35,20
clip_04_9sec,3,37,61.486,36,173,29.5,19.5,3,253,4,1,37,24.162,21,27,37.5,19.5
clip_04_9sec,4,37,74.405,41,188,29.5,19.5,4,254,4,1,37,31.162,28,36,38.5,19.5
clip_04_9sec,5,37,78.405,42,209,30.5,19.5,5,255,4,1,37,34.541,29,41,37.5,19.5
clip_04_9sec,6,32,81.219,43,212,32,19,6,256,4,1,32,33.344,29,40,39,19
clip_04_9sec,7,32,80.094,42,179,32,19,7,257,4,1,32,32.625,28,38,40,19
clip_04_9sec,8,32,76.125,41,199,33,18,8,258,4,1,32,36.156,30,47,39,18
clip_04_9sec,9,32,76.312,42,192,33,18,9,259,4,1,32,31.438,27,41,41,18
clip_04_9sec,10,21,79.714,38,174,33.5,17.5,10,260,4,1,21,33.857,28,44,39.5,17.5
clip_04_9sec,11,21,81,42,161,34.5,17.5,11,261,4,1,21,31.714,28,40,40.5,17.5
clip_04_9sec,12,21,80.333,35,173,34.5,17.5,12,262,4,1,21,32.905,24,41,40.5,17.5
clip_04_9sec,13,21,76.571,35,166,34.5,17.5,13,263,4,1,21,32.619,26,39,40.5,17.5
clip_04_9sec,14,21,74.857,38,159,35.5,17.5,14,264,4,1,21,31.857,26,39,41.5,17.5
clip_04_9sec,15,21,76.619,41,164,35.5,16.5,15,265,4,1,21,31.905,28,38,41.5,16.5
clip_04_9sec,16,21,69.667,35,139,35.5,16.5,16,266,4,1,21,31.048,27,40,41.5,16.5
clip_04_9sec,17,21,69.143,37,137,36.5,15.5,17,267,4,1,21,29.81,27,35,42.5,15.5
clip_04_9sec,18,21,67.286,34,129,36.5,15.5,18,268,4,1,21,30.905,27,36,42.5,15.5
clip_04_9sec,19,21,64.381,32,136,36.5,15.5,19,269,4,1,21,29.857,27,35,43.5,15.5
clip_04_9sec,20,21,66.952,37,119,37.5,15.5,20,270,4,1,21,28.19,25,31,44.5,15.5
clip_04_9sec,21,21,65.524,37,127,38.5,15.5,21,271,4,1,21,28.095,25,31,44.5,15.5
clip_04_9sec,22,21,60,30,113,38.5,15.5,22,272,4,1,21,28.19,26,31,44.5,16.5
clip_04_9sec,23,21,59.857,28,111,39.5,15.5,23,273,4,1,21,28.714,25,35,44.5,15.5
clip_04_9sec,24,21,55.905,33,104,40.5,15.5,24,274,4,1,21,27.81,23,31,46.5,15.5
clip_04_9sec,25,32,45.656,26,104,41,15,25,275,4,1,32,26.969,23,31,46,15
clip_04_9sec,26,21,50.429,29,88,41.5,14.5,26,276,4,1,21,24.952,22,27,47.5,14.5
clip_04_9sec,27,21,47.095,26,85,41.5,13.5,27,277,4,1,21,24.952,21,28,46.5,13.5
clip_04_9sec,28,21,44.143,26,76,42.5,14.5,28,278,4,1,21,25.238,24,30,48.5,14.5
clip_04_9sec,29,21,42.857,26,76,42.5,13.5,29,279,4,1,21,24,16,27,48.5,14.5
clip_04_9sec,30,21,40.429,24,67,42.5,13.5,30,280,4,1,21,23.143,18,27,47.5,13.5
clip_04_9sec,31,21,38.429,20,60,42.5,13.5,31,281,4,1,21,22.238,18,26,47.5,13.5
clip_04_9sec,32,21,36.857,24,59,43.5,13.5,32,282,4,1,21,20.476,16,24,48.5,13.5
clip_04_9sec,33,21,33.429,23,55,43.5,13.5,33,283,4,1,21,19.762,17,21,48.5,13.5
clip_04_9sec,34,21,31.238,20,48,43.5,13.5,34,284,4,1,21,20.762,19,22,49.5,13.5
clip_04_9sec,35,21,28.238,18,43,43.5,13.5,35,285,4,1,21,21.095,20,22,49.5,13.5
clip_04_9sec,36,32,23.375,17,34,44,13,36,286,4,1,32,20.781,18,28,49,13
clip_04_9sec,37,21,24.286,18,33,44.5,13.5,37,287,4,1,21,20.667,19,23,49.5,13.5
clip_04_9sec,1,12,35.167,24,56,31,35,11,261,4,2,12,24.25,23,26,36,35
clip_04_9sec,2,21,47.333,26,91,32.5,33.5,12,262,4,2,21,23.619,21,25,38.5,33.5
clip_04_9sec,3,21,69.429,35,161,33.5,33.5,13,263,4,2,21,28.667,25,38,39.5,33.5
clip_04_9sec,4,21,79.81,43,177,33.5,33.5,14,264,4,2,21,32.048,26,40,39.5,33.5
clip_04_9sec,5,32,69.531,36,176,34,33,15,265,4,2,32,31.438,25,39,40,33
clip_04_9sec,6,32,68.25,36,166,34,33,16,266,4,2,32,30.125,24,40,40,33
clip_04_9sec,7,21,82.762,45,168,34.5,32.5,17,267,4,2,21,27.762,25,33,40.5,32.5
clip_04_9sec,8,21,75.714,39,157,34.5,32.5,18,268,4,2,21,28.571,25,34,40.5,32.5
clip_04_9sec,9,32,62.719,33,140,35,32,19,269,4,2,32,28.406,25,36,41,32
clip_04_9sec,10,32,59.656,31,127,35,32,20,270,4,2,32,27.188,24,32,42,32
clip_04_9sec,11,32,59.656,32,123,36,32,21,271,4,2,32,28.094,25,41,42,32
clip_04_9sec,12,32,56.875,32,116,36,32,22,272,4,2,32,27.219,25,33,43,32
clip_04_9sec,13,32,49.438,29,101,37,32,23,273,4,2,32,27.656,23,39,43,32
clip_04_9sec,14,32,48.656,28,108,37,31,24,274,4,2,32,30.531,24,59,42,31
clip_04_9sec,15,32,47.406,27,106,37,31,25,275,4,2,32,25.438,20,34,44,31
clip_04_9sec,16,32,44,27,84,38,31,26,276,4,2,32,24.844,22,31,45,31
clip_04_9sec,17,32,41.875,27,80,38,31,27,277,4,2,32,26,22,37,44,31
clip_04_9sec,18,32,37.875,25,69,38,31,28,278,4,2,32,24,21,32,45,31
clip_04_9sec,19,32,37.094,25,69,38,31,29,279,4,2,32,25.438,21,37,44,31
clip_04_9sec,20,32,36.375,24,70,38,31,30,280,4,2,32,23.812,20,33,44,31
clip_04_9sec,21,32,35.031,23,69,38,31,31,281,4,2,32,23.781,20,32,44,31
clip_04_9sec,22,32,33.469,22,66,38,31,32,282,4,2,32,22.469,20,31,44,31
clip_04_9sec,23,32,30.844,20,57,38,31,33,283,4,2,32,21.5,20,26,44,31
clip_04_9sec,24,21,32.524,22,55,39.5,30.5,34,284,4,2,21,21.952,19,26,45.5,30.5
clip_04_9sec,25,21,29.714,21,46,38.5,30.5,35,285,4,2,21,20.952,16,24,44.5,30.5
clip_04_9sec,26,21,27.762,21,39,40.5,30.5,36,286,4,2,21,20.667,17,22,45.5,30.5
clip_04_9sec,27,12,28,21,37,41,31,37,287,4,2,12,20.833,17,23,46,31
clip_04_9sec,1,12,52.25,33,80,34,44,21,271,4,3,12,25.417,22,28,38,44
clip_04_9sec,2,12,64.667,39,102,35,43,22,272,4,3,12,26.25,24,28,39,43
clip_04_9sec,3,12,74.917,40,135,35,43,23,273,4,3,12,25.167,24,27,41,43
clip_04_9sec,4,12,73.917,37,125,36,43,24,274,4,3,12,25.833,24,29,41,43
clip_04_9sec,5,12,76.75,38,132,36,42,25,275,4,3,12,26.083,24,29,41,42
clip_04_9sec,6,12,75.417,40,136,37,41,26,276,4,3,12,25.167,24,27,42,41
clip_04_9sec,7,12,72.917,34,127,37,41,27,277,4,3,12,24,22,25,43,41
clip_04_9sec,8,12,66.083,28,130,37,41,28,278,4,3,12,25.083,23,30,43,41
clip_04_9sec,9,12,67.75,46,113,38,41,29,279,4,3,12,24.5,23,28,43,40
clip_04_9sec,10,12,64.667,39,106,38,41,30,280,4,3,12,23,22,25,44,41
clip_04_9sec,11,21,49.429,30,104,38.5,40.5,31,281,4,3,21,23.905,22,28,43.5,40.5
clip_04_9sec,12,21,47.714,24,98,38.5,40.5,32,282,4,3,21,22.667,21,27,44.5,40.5
clip_04_9sec,13,21,47.143,28,96,39.5,40.5,33,283,4,3,21,22.333,21,26,44.5,40.5
clip_04_9sec,14,12,53.333,34,93,40,40,34,284,4,3,12,21.25,17,24,45,39
clip_04_9sec,15,12,53.833,31,86,40,39,35,285,4,3,12,21.833,17,25,45,39
clip_04_9sec,16,12,53.667,30,84,41,39,36,286,4,3,12,21.083,16,25,46,39
clip_04_9sec,17,12,53.75,30,84,41,39,37,287,4,3,12,23,19,25,45,39
clip_04_9sec,18,12,51.083,34,85,42,38,38,288,4,3,12,21.667,20,23,46,38
clip_04_9sec,19,21,38.762,23,77,42.5,38.5,39,289,4,3,21,22.524,20,24,47.5,38.5
clip_04_9sec,20,21,37.667,18,82,42.5,38.5,40,290,4,3,21,21.81,18,23,48.5,38.5
clip_04_9sec,21,21,38.095,23,70,43.5,37.5,41,291,4,3,21,22.81,21,28,47.5,37.5
clip_04_9sec,22,21,34.619,19,67,43.5,37.5,42,292,4,3,21,21.905,19,28,47.5,37.5
clip_04_9sec,23,21,34.238,22,61,44.5,37.5,43,293,4,3,21,23.095,19,38,47.5,37.5
clip_04_9sec,24,21,32.238,19,59,44.5,37.5,44,294,4,3,21,20.429,18,28,48.5,37.5
clip_04_9sec,25,21,30.667,18,52,45.5,37.5,45,295,4,3,21,19.095,18,22,49.5,37.5
clip_04_9sec,26,21,28.571,17,47,45.5,37.5,46,296,4,3,18,18.556,18,19,50.167,36.5
clip_04_9sec,27,21,27,18,45,45.5,37.5,47,297,4,3,18,18.611,18,20,50.167,37.5
clip_04_9sec,28,21,27.762,19,45,45.5,36.5,48,298,4,3,18,18.667,18,19,50.167,36.5
clip_04_9sec,29,21,24.952,16,41,46.5,36.5,49,299,4,3,21,17.857,16,20,41.5,36.5
clip_04_9sec,30,21,24.952,15,42,46.5,36.5,50,300,4,3,21,18.476,16,22,42.5,36.5
clip_04_9sec,31,21,23.048,14,39,46.5,36.5,51,301,4,3,21,16.524,15,19,42.5,36.5
clip_04_9sec,32,12,24.667,19,37,47,36,52,302,4,3,12,16,15,17,42,36
clip_04_9sec,33,12,20.167,13,29,47,36,53,303,4,3,12,16,15,17,43,36
clip_04_9sec,34,9,21.667,16,29,48.5,36.5,54,304,4,3,9,16,16,16,44.5,36.5
clip_04_9sec,1,32,34.156,23,65,37,52,28,278,4,4,32,19.844,18,21,43,52
clip_04_9sec,2,32,48.219,24,97,37,52,29,279,4,4,32,21.75,20,25,43,52
clip_04_9sec,3,32,46.781,23,99,37,52,30,280,4,4,32,21.75,20,25,43,52
clip_04_9sec,4,32,48.375,24,95,38,52,31,281,4,4,32,21.25,19,25,44,52
clip_04_9sec,5,32,47.188,23,96,38,52,32,282,4,4,32,22.812,20,30,44,52
clip_04_9sec,6,32,46.062,24,86,39,52,33,283,4,4,32,22.656,20,32,44,52
clip_04_9sec,7,32,40.844,21,75,39,52,34,284,4,4,32,22.594,19,34,44,52
clip_04_9sec,8,37,36.189,19,68,39.5,51.5,35,285,4,4,37,22.838,20,34,44.5,51.5
clip_04_9sec,9,37,34.405,20,66,39.5,51.5,36,286,4,4,37,19.757,17,23,46.5,51.5
clip_04_9sec,10,37,32.027,19,56,40.5,51.5,37,287,4,4,37,21.324,17,37,45.5,51.5
clip_04_9sec,11,32,29.375,19,46,41,52,38,288,4,4,32,19.625,17,23,47,52
clip_04_9sec,12,32,28.375,20,40,41,52,39,289,4,4,32,19.094,17,23,36,52
clip_04_9sec,13,32,24.25,18,32,42,52,40,290,4,4,32,18,18,18,37,52
clip_04_9sec,14,32,24.406,20,30,43,52,41,291,4,4,32,18.812,18,27,38,52
clip_04_9sec,15,37,22,19,27,43.5,52.5,42,292,4,4,37,18.162,16,23,37.5,52.5
clip_04_9sec,16,37,20.459,17,24,44.5,52.5,43,293,4,4,37,17.865,17,20,37.5,52.5
clip_04_9sec,1,21,33.667,19,67,38.5,69.5,36,286,4,5,21,18.143,18,19,43.5,69.5
clip_04_9sec,2,21,34.333,19,68,39.5,69.5,37,287,4,5,21,18.238,17,19,45.5,69.5
clip_04_9sec,3,21,38.429,20,75,40.5,69.5,38,288,4,5,21,18,17,19,47.5,69.5
clip_04_9sec,4,21,39.429,20,77,41.5,69.5,39,289,4,5,21,17.667,14,23,45.5,69.5
clip_04_9sec,5,21,35.333,19,75,42.5,70.5,40,290,4,5,21,17.19,14,19,47.5,69.5
clip_04_9sec,6,21,35.19,19,75,42.5,70.5,41,291,4,5,21,18,14,22,46.5,70.5
clip_04_9sec,7,21,34.714,19,76,42.5,70.5,42,292,4,5,21,18,18,18,37.5,70.5
clip_04_9sec,8,21,33.857,19,72,43.5,71.5,43,293,4,5,21,19.667,16,33,39.5,69.5
clip_04_9sec,9,21,32.857,17,73,43.5,71.5,44,294,4,5,21,18.238,17,22,38.5,70.5
clip_04_9sec,10,21,32.857,17,73,44.5,71.5,45,295,4,5,21,18.143,17,22,39.5,71.5
clip_04_9sec,11,21,31.143,15,65,44.5,71.5,46,296,4,5,21,18,17,23,39.5,71.5
clip_04_9sec,12,21,30.143,17,60,45.5,71.5,47,297,4,5,21,17.714,17,24,40.5,72.5
clip_04_9sec,13,21,28.667,15,54,45.5,71.5,48,298,4,5,21,17.667,15,24,40.5,71.5
clip_04_9sec,14,21,28.81,17,60,45.5,71.5,49,299,4,5,21,16.81,16,20,40.5,71.5
clip_04_9sec,15,21,27.286,17,53,46.5,71.5,50,300,4,5,21,16.81,14,22,40.5,72.5
clip_04_9sec,16,21,27.19,14,55,46.5,71.5,51,301,4,5,21,16.952,14,20,41.5,71.5
clip_04_9sec,17,12,29.083,19,50,47,72,52,302,4,5,12,18.75,15,25,43,72
clip_04_9sec,18,12,26,19,44,47,72,53,303,4,5,12,17.167,15,20,43,72
clip_04_9sec,19,12,26.75,20,46,48,72,54,304,4,5,12,17,15,19,44,72
clip_04_9sec,20,12,26,19,46,49,72,55,305,4,5,12,18.167,15,25,45,72
clip_04_9sec,21,12,23.167,16,37,49,72,56,306,4,5,12,16.5,16,17,45,72
clip_04_9sec,22,12,24.5,18,37,50,73,57,307,4,5,12,16,16,16,46,72
clip_04_9sec,1,21,37.619,21,71,17.5,34.5,3,253,5,1,21,22.714,19,27,23.5,34.5
clip_04_9sec,2,21,53.762,29,95,18.5,33.5,4,254,5,1,21,29.905,25,34,24.5,32.5
clip_04_9sec,3,21,70.762,35,118,19.5,32.5,5,255,5,1,21,27,26,29,13.5,32.5
clip_04_9sec,4,32,61.844,30,121,20,32,6,256,5,1,32,27.375,25,30,13,32
