Date,Experiment,Tank,Tank_order,Activity,Activity_rank,Stimulus_duration,Brightness,Response,Response_normalized,Stimulus_order,Trial_order,Trial,Start_time,Program,include
22-May-17,Intensity,D,4,,,3,5,3,0.023255814,13,3,2,1:35,3,1
22-May-17,Intensity,D,4,,,3,70,11,0.085271318,14,4,2,1:35,3,1
22-May-17,Intensity,D,4,,,3,20,13,0.100775194,15,5,2,1:35,3,1
22-May-17,Intensity,D,4,,,3,120,13,0.100775194,16,6,2,1:35,3,1
22-May-17,Intensity,D,4,,,3,255,10,0.07751938,17,7,2,1:35,3,1
22-May-17,Intensity,D,4,,,3,50,21,0.162790698,18,8,2,1:35,3,1
22-May-17,Intensity,D,4,,,3,30,18,0.139534884,19,9,2,1:35,3,1
22-May-17,Intensity,D,4,,,3,90,12,0.093023256,20,10,2,1:35,3,1
22-May-17,Intensity,D,4,,,3,255,21,0.128834356,21,1,3,1:35,3,1
22-May-17,Intensity,D,4,,,3,180,22,0.134969325,22,2,3,1:35,3,1
22-May-17,Intensity,D,4,,,3,70,23,0.141104294,23,3,3,1:35,3,1
22-May-17,Intensity,D,4,,,3,120,18,0.110429448,24,4,3,1:35,3,1
22-May-17,Intensity,D,4,,,3,30,16,0.098159509,25,5,3,1:35,3,1
22-May-17,Intensity,D,4,,,3,5,8,0.049079755,26,6,3,1:35,3,1
22-May-17,Intensity,D,4,,,3,50,19,0.116564417,27,7,3,1:35,3,1
22-May-17,Intensity,D,4,,,3,20,12,0.073619632,28,8,3,1:35,3,1
22-May-17,Intensity,D,4,,,3,90,11,0.067484663,29,9,3,1:35,3,1
22-May-17,Intensity,D,4,,,3,10,13,0.079754601,30,10,3,1:35,3,1
